name,url,zone_tags,offer_tags,price_band,notes
(20+) ซื้อ ขาย เช่า คอนโดย่าน พระราม 9 RCA อโศก-เพชรบุรี ดินแดง เพชรบุรีตัดใหม่,https://www.facebook.com/groups/422956238991402,"rama9,asoke","rent,sale,condo",,
(20+) ซื้อ ขาย เช่า คอนโดย่าน ลาดพร้าว รัชดา จตุจักร หัวหมาก,https://www.facebook.com/groups/606170270272930,"ladprao,ratchada","rent,sale,condo",,
(20+) ซื้อ ขาย เช่า เซ้ง ที่ดิน บ้าน คอนโด กรุงเทพ,https://www.facebook.com/groups/1012224895507529,bangkok,"rent,sale,condo,house",,
(20+) ซื้อ ขาย ให้เช่า คอนโด กรุงเทพ bts mrt owner,https://www.facebook.com/groups/1198971403601626,bangkok,"rent,sale,condo",,
(20+) ซื้อ ขาย ให้เช่า บ้านหรู คฤหาสน์ ที่ดิน ทาวน์โฮม บ้านเดี่ยว ลงฟรี ไม่จำกัดโ,https://www.facebook.com/groups/1176016043112019,,"rent,sale,house",,
(20+) ซื้อ-ขาย-เช่า คอนโด บ้าน ที่ดิน อสังหาริมทรัพย์ทั่วโลก,https://www.facebook.com/groups/1672821179658958,,"rent,sale,condo,house",,
(20+) ซื้อ-ขาย-เช่า บ้าน/คอนโด/ที่ดิน/อสังหาริมทรัพย์ กรุงเทพ-ปริมณฑล,https://www.facebook.com/groups/1046166565393882,bangkok,"rent,sale,condo,house",,
(20+) ซื้อ-ขาย-ให้เช่า บ้าน คอนโด อสังหาริมทรัพย์ กรุงเทพและปริมณฑล,https://www.facebook.com/groups/1441937012540569,bangkok,"rent,sale,condo,house",,
(20+) ซื้อขาย ปล่อยเช่า เดอะทรี สุขุมวิท71 เอกมัย The Tree Sukhumvit 71 Ekkamai,https://www.facebook.com/groups/2420047794967331,"ekamai,sukhumvit","rent,sale",,
(20+) ซื้อขาย เช่า บ้าน คอนโด สมุทรปราการ บางนา อ่อนนุช ลาซาล ลาดกระบัง บางพลี,https://www.facebook.com/groups/690618905452659,"onnut,bangna","rent,sale,condo,house",,
(20+) ซื้อขาย เช่า บ้าน คอนโด สวนหลวง พัฒนาการ ศรีนครินทร์ อ่อนนุช รามคำแหง,https://www.facebook.com/groups/1108531659756743,"onnut,ramkhamhaeng","rent,sale,condo,house",,
(20+) ซื้อขาย เช่า บ้าน คอนโด สีลม หลังสวน อโศก ทองหล่อ สุขุมวิท จามจุรี เท่านั้น,https://www.facebook.com/groups/476999805696703,"asoke,thonglor,sukhumvit,silom","rent,sale,condo,house",,
(20+) ซื้อขาย เช่า บ้าน คอนโด อสังหาริมทรัพย์ กรุงเทพและปริมณฑล,https://www.facebook.com/groups/1057164620966765,bangkok,"rent,sale,condo,house",,
(20+) ซื้อขาย เช่า บ้าน คอนโด และอสังหาริมทรัพย์ กรุงเทพและปริมณทล จากเจ้าของจริง,https://www.facebook.com/groups/1106662582772063,bangkok,"rent,sale,condo,house",,
(20+) ซื้อขายการ์ด Onepiece โปเกม่อน Naruto วันพีซ ตู้ญี่ปุ่น Vintage ตลาดcardass,https://www.facebook.com/groups/1626040321016300,,sale,,
(20+) ซื้อขายให้เช่า XT Ekkamai เอ็กซ์ที เอกมัย,https://www.facebook.com/groups/704280467172081,ekamai,"rent,sale",,
(20+) ซื้อขายให้เช่า บ้าน คอนโด ที่ดิน จรัญฯ-ท่าพระ-บางแค-เพชรเกษม-ปิ่นเกล้า,https://www.facebook.com/groups/562118300876829,,"rent,sale,condo,house",,
(20+) ตลาดคอนโดเลี้ยงสัตว์ได้ & บ้าน Pet Friendly (ซื้อ-เช่า-ขาย),https://www.facebook.com/groups/728363377957499,,"rent,sale,condo,house",,
(20+) ตลาดซื้อขาย-เช่า คอนโด ในกรุงเทพ ( Condo in Bangkok ),https://www.facebook.com/groups/1381495712630529,bangkok,"rent,sale,condo",,
(20+) ตามหาคอนโด แหล่งรวมคอนโดในกรุงเทพและปริมณฑล,https://www.facebook.com/groups/4995208047220385,bangkok,condo,,
(20+) บ้าน ขาย ให้เช่า ย่านรามคำแหง ลาดพร้าว กรุงเทพกรีฑา ร่มเกล้า,https://www.facebook.com/groups/992039201304958,"ladprao,ramkhamhaeng","rent,sale,house",,
(20+) บ้านเช่า กรุงเทพฯ ปริมณฑล บางนา อ่อนนุช ลาดกระบัง,https://www.facebook.com/groups/1553575081846702,"onnut,bangna","rent,house",,
(20+) บ้านเช่า ทาวโฮม คอนโด ให้เช่า บางนา ลาซาล แบริ่ง สำโรง สมุทรปราการ,https://www.facebook.com/groups/338669103755058,bangna,"rent,condo,house",,
(20+) บ้านเช่า รามคำแหง ทองหล่อ สุขุมวิท เอกมัย พระราม 9 ห้วยขวาง รัชดา,https://www.facebook.com/groups/1151744829207333,"rama9,thonglor,ekamai,huaikhwang,ratchada,sukhumvit,ramkhamhaeng","rent,house",,
(20+) บ้านเช่า/ขายบ้าน ลาดกระบัง กิ่งแก้ว ประเวศ สวนหลวง บางนา บางพลี บางเสาธง,https://www.facebook.com/groups/461117364284694,bangna,"rent,sale,house",,
(20+) บ้านเช่ากรุงเทพ,https://www.facebook.com/groups/189372167936070,bangkok,"rent,house",,
(20+) บ้านเช่าที่พัก หลักสี่ ดอนเมือง บางเขน จตุจักร รามอินทรา แจ้งวัฒนะ,https://www.facebook.com/groups/1838517169922397,,"rent,house",,
(20+) บ้านเช่าลาดพร้าว รามอินทรา มีนบุรี รามคำแหง เสรีไทย สายไหม พัฒนาการ,https://www.facebook.com/groups/463072279522652,"ladprao,ramkhamhaeng","rent,house",,
(20+) บ้านเช่าลาดพร้าว ออฟฟิศให้เช่า ห้องเช่าลาดพร้าว โชคชัย 4 กรุงเทพ,https://www.facebook.com/groups/3303273006567446,ladprao,"rent,house,office",,
(20+) บ้านเช่าโซน รัชดา ห้วยขวาง อินทามระ สุทธิสาร พระรามเก้า รามคำแหง,https://www.facebook.com/groups/645732177754931,"huaikhwang,ratchada,ramkhamhaeng","rent,house",,
(20+) บ้านเช่าโซน สุขุมวิท พัฒนาการ บางนา อ่อนนุช ศรีนครินทร์ อุดมสุข สำโรง,https://www.facebook.com/groups/2234744070053568,"onnut,sukhumvit,bangna","rent,house",,
(20+) บ้าน​ คอนโด​ ขาย​-เช่า​ สุขุมวิท​ อ่อนนุช​ พระโขนง​ บางนา​ สมุทรปราการ​,https://www.facebook.com/groups/916608056439531,"onnut,sukhumvit,bangna","rent,sale,condo,house",,
(20+) ประกาศ คอนโด บ้าน ทาวน์โฮม ทาวน์เฮ้าส์ ให้เช่า หรือ ขาย ทั่วไทยฟรี,https://www.facebook.com/groups/2295227217356985,,"rent,sale,condo,house",,
(20+) ปล่อยเช่าคอนโด ใกล้รถไฟฟ้า MRT BTS,https://www.facebook.com/groups/296382808693667,,"rent,condo",,
(20+) ปล่อยเช่าคอนโดติดรถไฟฟ้าทั่วกรุงเทพMRTและBTS,https://www.facebook.com/groups/611183903869589,bangkok,"rent,condo",,
(20+) ปล่อยเช่าคอนโดใกล้ บีทีเอส สายสีเขียว สะพานใหม่ N20 ถึง ห้าแยกลาดพร้าว N9,https://www.facebook.com/groups/366697771612507,ladprao,"rent,condo",,
(20+) รวมบ้านขาย-เช่าโซนบางนา สมุทรปราการ (สำหรับเจ้าของ),https://www.facebook.com/groups/485019775925280,bangna,"rent,sale,house",,
(20+) รวมประกาศ ขาย ให้เช่า คอนโด บ้าน ย่านอ่อนนุช อุดมสุข พระโขนง บางนา,https://www.facebook.com/groups/528024112872396,"onnut,bangna","rent,sale,condo,house",,
(20+) รวมห้องพักจุฬา คอนโด Ideo Q chula & Ashton chula,https://www.facebook.com/groups/322846926564314,,condo,,
(20+) สำนักงาน/โฮมออฟฟิศ ให้เช่าและขาย,https://www.facebook.com/groups/852533378738315,,"rent,sale,office",,
(20+) สำนักงานให้เช่า ออฟฟิศให้เช่า OFFICE FOR RENT ขายอาคารสำนักงาน,https://www.facebook.com/groups/377795137898493,,"rent,sale,office",,
(20+) หอพัก - คอนโด ซื้อขาย และ ให้เช่าใกล้ BTS MRTทั่วกรุงเทพและปริมณฑล,https://www.facebook.com/groups/617316555128009,bangkok,"rent,sale,condo",,
(20+) หอพัก อพาร์ทเม้นท์ ห้วยขวาง รัชดา สุทธิสาร พระราม 9,https://www.facebook.com/groups/178458571165753,"rama9,huaikhwang,ratchada",,,
(20+) หอพัก/คอนโด อโศก พร้อมพงษ์ พระโขนง บางจาก ปุณณวิถี อุดมสุข บางนา,https://www.facebook.com/groups/1303483613683217,"asoke,bangna",condo,,
(20+) หาคอนโดเช่า-ขาย ห้วยขวาง รัชดา ลาดพร้าว พระราม 9 ดินแดง,https://www.facebook.com/groups/914277069917114,"ladprao,rama9,huaikhwang,ratchada","rent,sale,condo",,
(20+) หาคอนโดให้เช่า สะพานใหม่ เกษตร หลักสี่ ดอนเมือง บางเขน รัชโยธิน ติด Bts,https://www.facebook.com/groups/3286381871678927,,"rent,condo",,
(20+) หาห้องเช่า หอพัก คอนโด บ้านเช่า หาที่พัก กรุงเทพทั่วไทย,https://www.facebook.com/groups/858314684333611,bangkok,"rent,condo,house",,
(20+) หาเช่า ซื้อ ขายบ้านและคอนโดย่านอ่อนนุช พัฒนาการ ศรีนครินทร์ ลาดกระบัง บางนา,https://www.facebook.com/groups/480654821050794,"onnut,bangna","rent,sale,condo,house",,
(20+) หาเช่าคอนโด บางกะปิ เสรีไทย รามคำแหง มีนบุรี ศรีนครินทร์,https://www.facebook.com/groups/698348860535511,ramkhamhaeng,"rent,condo",,
(20+) หาเช่าคอนโด หอพัก คูคต ศรีปทุม เกษตร เสนานิคม รัชโยธิน ห้าแยกลาดพร้าว,https://www.facebook.com/groups/1456118635110344,ladprao,"rent,condo",,
(20+) หาเช่าคอนโด หอพัก ลาดพร้าว รัชดา ห้วยขวาง พระราม9 เพชรบุรี มศว อโศก ทองหล่อ,https://www.facebook.com/groups/1185502555830870,"ladprao,rama9,asoke,thonglor,huaikhwang,ratchada","rent,condo",,
(20+) หาเช่าคอนโดติดBts โซนบางนา แบริ่ง อ่อนนุช อุดมสุข ปุณวิถี,https://www.facebook.com/groups/228301002893473,"onnut,bangna","rent,condo",,
(20+) ห้องพัก หอพัก คอนโด ห้องเช่า ที่พัก บ้านเช่า กรุงเทพ กทม Bangkok,https://www.facebook.com/groups/327493124646350,bangkok,"rent,condo,house",,
"(20+) ห้องเช่า คอนโดเช่า ราคาถูก เสมาฟ้าคราม,คูคต,ลำลูกกา,รังสิต ปทุมธานี",https://www.facebook.com/groups/787497145495920,,"rent,condo",,
(20+) ห้องเช่าบ้านเช่ากรุงเทพฯ ปริมณฑล-Rooms For Rent Bangkok Metropolitan Region,https://www.facebook.com/groups/553762441489760,bangkok,"rent,house",,
(20+) ออฟฟิศให้เช่า อาคารสำนักงาน ร้าน ทาวน์โฮม ทาวน์เฮ้าส์ บ้านเช่า ขายบ้าน,https://www.facebook.com/groups/624925356163907,,"rent,sale,house,office",,
(20+) เจ้าของบ้านหรู คอนโดหรู Owner House Condo Luxury,https://www.facebook.com/groups/670340270367352,,"condo,house",,
(20+) เช่า ขาย คอนโด ติดรถไฟฟ้า BTS MRT,https://www.facebook.com/groups/407106743388516,,"rent,sale,condo",,
(20+) เช่า ขาย บ้าน คอนโดในกรุงเทพ ปริมณฑล ใกล้ BTS MRT / condo for rent sell,https://www.facebook.com/groups/320475587146673,bangkok,"rent,sale,condo,house",,
(20+) เช่า ซื้อขาย คอนโด อพาร์ทเม้นท์ หอพัก ใกล้รถไฟฟ้า BTS MRT ใน กรุงเทพ ฯ,https://www.facebook.com/groups/2305525572859033,bangkok,"rent,sale,condo",,
(20+) เช่า-ขาย คอนโดย่านสาทร สามย่าน ฝั่งธน และพระราม3,https://www.facebook.com/groups/1231854997282175,silom,"rent,sale,condo",,
(20+) เช่า-ขาย บ้าน ตึกแถว สาทร จันทร์ พระราม3 พระราม4,https://www.facebook.com/groups/2008486542722047,silom,"rent,sale,house",,
"(20+) เช่า-ขาย บ้าน อาคาร โซนลาดกระบัง,อ่อนนุช,พัฒนาการ,บางนา",https://www.facebook.com/groups/235562861511614,"onnut,bangna","rent,sale,house",,
(20+) เช่า-ซื้อขาย คอนโดย่านบางเขน ใกล้ม.เกษตร ม.ศรีปทุม ม.ราชภัฏพระนคร V.2,https://www.facebook.com/groups/501881995128753,,"rent,sale,condo",,
(20+) เช่า/ขาย คอนโด รามคำแหง แยกลำสาลี บางกะปิ ลาดพร้าว คลองจั่น,https://www.facebook.com/groups/5406748286107887,"ladprao,ramkhamhaeng","rent,sale,condo",,
(20+) เช่าคอนโดแจ้งวัฒนะโซนปากเกร็ด-นนทบุรี-เมืองทอง-ศูนย์ราชการแจ้ง,https://www.facebook.com/groups/5549998945115301,,"rent,condo",,
(20+) เช่าบ้าน /ขายบ้าน สุวรรณภูมิ บางนา ลาดกระบัง กิ่งแก้ว มีนบุรี รามคำแหง,https://www.facebook.com/groups/1229905360517881,"ramkhamhaeng,bangna","rent,sale,house",,
(20+) เช่าออฟฟิศ สำนักงาน - Office for Rent / ขายตึกสำนักงาน - Office for Sale,https://www.facebook.com/groups/1008593616496849,,"rent,sale,office",,
(20+) แหล่งคอนโดย่าน ทองหล่อ เอกมัย พร้อมพงษ์ สุขุมวิท อโศก พระโขนง พระราม4,https://www.facebook.com/groups/1094930515399990,"asoke,thonglor,ekamai,sukhumvit",condo,,
(20+) แหล่งคอนโดย่าน พระราม9 รัชดา ห้วยขวาง สุทธิสาร ลาดพร้าว จตุจักร MRT BTS,https://www.facebook.com/groups/536705354589690,"ladprao,rama9,huaikhwang,ratchada",condo,,
(20+) แหล่งคอนโดย่าน พหลโยธิน ลาดพร้าว จตุจักร รัชโยธิน เสนานิคม เกษตร ม.ศรีปทุม,https://www.facebook.com/groups/2798542033610328,ladprao,condo,,
(20+) แหล่งซื้อ - ขาย - ปล่อยเช่า บ้าน คอนโด ตามแนวรถไฟฟ้า MRT - BTS,https://www.facebook.com/groups/1636126916415833,,"rent,sale,condo,house",,
(20+) แหล่งรวม บ้าน คอนโด บางนา ศรีนครินทร์ อ่อนนุช พัฒนาการ ให้เช่า ขาย,https://www.facebook.com/groups/163148055517351,"onnut,bangna","rent,sale,condo,house",,
(20+) แหล่งรวมซื้อ ขาย ปล่อยเช่า บ้านและคอนโด,https://www.facebook.com/groups/2378803682335145,,"rent,sale,condo,house",,
(20+) โกดัง ให้เช่า อาคารพานิชย์ โฮมออฟฟิศ ทาวน์เฮ้าส์ ทาวน์โฮม ในกรุงเทพฯ,https://www.facebook.com/groups/570653071756887,bangkok,"rent,house,office",,
(20+) ให้เช่า สำนักงาน ออฟฟิศ ในกรุงเทพ Office Space / CO-Working for Rent in BKK,https://www.facebook.com/groups/1208072453168824,bangkok,"rent,office",,
(20+) ให้เช่าคอนโด บางนา เมกะ อิเกีย ศรีนครินทร์ กิ่งแก้ว สุวรรณภูมิ,https://www.facebook.com/groups/152666115270963,bangna,"rent,condo",,
(20+) 🏡 บ้านว่างให้เช่า ซื้อ-ขาย คอนโดเช่า บ้านเช่า กรุงเทพ และปริมณฑล,https://www.facebook.com/groups/808407419779991,bangkok,"rent,sale,condo,house",,
"(Owner Post only) เฉพาะเจ้าของลงประกาศให้เช่า,ขาย อสังหาริมทรัพย์เท่านั้น",https://www.facebook.com/groups/917568749232826,,"rent,sale,owner_only",,
28 Chidlom Condominium for rent/sale-คอนโด 28 ชิดลม เช่า/ขาย/ซื้อ,https://www.facebook.com/groups/525133855704010,silom,"rent,sale,condo",,
[Buy • Rent • Sell] Aspire Onnut Station / แอสปาย อ่อนนุช สเตชั่น,https://www.facebook.com/groups/1130597171160820,onnut,rent,,
A Space Sukhumvit 77 เอ สเปซ สุขุมวิท 77 คอนโดให้เช่า,https://www.facebook.com/groups/521233282529620,sukhumvit,"rent,condo",,
ANIL Sathorn 12 for rent/sale - คอนโด อนิล สาทร 12 เช่า/ขาย/ซื้อ,https://www.facebook.com/groups/590820996847906,silom,"rent,sale,condo",,
Apartment For Rent(Pet Friendly ONLY),https://www.facebook.com/groups/1337807713042091,,"rent,condo",,
Aspire Rama 4 แอสไพร์ พระราม 4 คอนโดให้เช่า,https://www.facebook.com/groups/838807240123343,,"rent,condo",,
Aspire Sukhumvit 48 แอสปาย สุขุมวิท 48 คอนโดให้เช่า,https://www.facebook.com/groups/614145986991778,sukhumvit,"rent,condo",,
Baanchao,https://www.facebook.com/groups/Baanchao,bangkok,"condo,rent,sale",,
BaanchaokrungthepPost,https://www.facebook.com/groups/BaanchaokrungthepPost,bangkok,"condo,rent,sale",,
Bangkok Apartments & Condos For Rent & Sale,https://www.facebook.com/groups/bangkokapartments,bangkok,condo,,
Bangkok Condo & House for Sale and Rent,https://www.facebook.com/groups/410625072657839,bangkok,"rent,sale,condo,house",,
Bangkok Condo - ဘန်ကောက်ကွန်ဒို (ရောင်း/ဝယ်/ငှါး),https://www.facebook.com/groups/3280292212187631,bangkok,condo,,
BANGKOK ESTATE - BUY/RENT CONDO & HOUSE 在泰國購買/出租公寓和房屋,https://www.facebook.com/groups/512077738319696,bangkok,"rent,condo,house",,
Bangkok Expats - Condo for rent,https://www.facebook.com/groups/6521519787867197,bangkok,"rent,condo,expat",,
BANGKOK EXPATS Apartment / House / Condo for Rent and Sale Bangkok Thailand,https://www.facebook.com/groups/2157264477895406,bangkok,"rent,sale,condo,house,expat",,
Bangkok Expats Apartment Condo house hotels for Rent short term - long term,https://www.facebook.com/groups/1147876853237875,bangkok,"rent,condo,house,expat",,
Bangkok house for rent,https://www.facebook.com/groups/1453525514942308,bangkok,"rent,house",,
Bangkok Property Inquiry,https://www.facebook.com/groups/1958369714391828,bangkok,"condo,rent,sale",,
Bangkok Property Investment (ဘန်ကောက် အိမ် ခြံမြေ),https://www.facebook.com/groups/485089156473765,bangkok,"condo,rent,sale",,
Bangkok Property Market - Condo / Apartment for Rent & Sale,https://www.facebook.com/groups/903841571044598,bangkok,"rent,sale,condo",,
Bangkok Rental Residences For Expats,https://www.facebook.com/groups/367283441957400,bangkok,"rent,expat",,
Bangkok Sukhumvit Condo For Rent Sale,https://www.facebook.com/groups/907332211120269,sukhumvit,"rent,sale,condo",,
bangkokcondo zone2,https://www.facebook.com/groups/bangkokcondo.zone2,bangkok,condo,,
Bangkokcondoforsaleandrent,https://www.facebook.com/groups/Bangkokcondoforsaleandrent,bangkok,"rent,sale,condo",,
bangkokcondoforsalerent,https://www.facebook.com/groups/bangkokcondoforsalerent,bangkok,"rent,sale,condo",,
Bankok condo Buy/Sale/Rent,https://www.facebook.com/groups/3026690077450807,,"rent,sale,condo",,
Belle Grand Rama 9 for rent/sale-เบล แกรนด์ พระราม 9 เช่า/ขาย/ซื้อ,https://www.facebook.com/groups/677903477185353,rama9,"rent,sale",,
Bkk condo near BTS & MRT For rent and Sell,https://www.facebook.com/groups/1154345894752595,,"rent,condo",,
"Bkk Condo အငှား,အရောင်း&Home အငှား ဝန်ဆောင်မှု- ohnmar",https://www.facebook.com/groups/274684674586934,,condo,,
Black List สายอสังหาฯ,https://www.facebook.com/groups/2217495588462275,,"condo,rent,sale",,
BTS Bangkok Condo for Rent / for Sale,https://www.facebook.com/groups/2404652709805074,bangkok,"rent,sale,condo",,
btscondo,https://www.facebook.com/groups/btscondo,bangkok,condo,,
Buy / Sell / Rent Condo in Bangkok,https://www.facebook.com/groups/725659544229001,bangkok,"rent,condo",,
"Buy, Sell and Rent Thailand Property",https://www.facebook.com/groups/296646503869469,,rent,,
"CAPITAL PROPERTY CO.,LTD. /BUY/SALE/RENT/ PATTAYA",https://www.facebook.com/groups/1891697461111991,,"rent,sale",,
Ceil Ekamai By Sansiri for rent/sale-ซีล บาย แสนสิริ เอกมัย เช่า/ขาย/ซื้อ,https://www.facebook.com/groups/1468977236841235,ekamai,"rent,sale",,
Centric Ratchada - Huai Khwang เซ็นทริค รัชดา - ห้วยขวาง คอนโดให้เช่า,https://www.facebook.com/groups/763867238117305,"huaikhwang,ratchada","rent,condo",,
Chambers Onnut Station for rent/sale-คอนโดแชมเบอร์ส อ่อนนุช สเตชั่น เช่า/,https://www.facebook.com/groups/793306535056875,onnut,"rent,sale,condo",,
Changan Deepal S07 กลุ่มซื้อขายของแต่ง,https://www.facebook.com/groups/1833575990447040,,sale,,
Chapter One Eco Ratchada for rent/sale-แชปเตอร์วัน อีโค รัชดา-ห้วยขวาง เช่า,https://www.facebook.com/groups/852782852834016,"huaikhwang,ratchada","rent,sale",,
Clash of Clans - Thailand ( พูดคุย& ซื้อขายแลกเปลี่ยน ),https://www.facebook.com/groups/648766985791788,,sale,,
Clash of Clans Thailand 🇹🇭 ( พูดคุย&ซื้อขายรหัสแคลชออฟแคลน),https://www.facebook.com/groups/1882679302229787,,sale,,
Clash of Clans ซื้อ-ขาย รหัส แคลนออฟแคลน ( พูดคุยแคลนออฟแคลน ),https://www.facebook.com/groups/561089851226030,,sale,,
Clash of Clans แคชออฟแคลนซื้อ-ขายพูดคุย,https://www.facebook.com/groups/CoinMaster.Thailand4995,,sale,,
CLOUD Thonglor-Phetchaburi ซื้อ ขาย เช่า คอนโดคลาวด์ ทองหล่อ-เพชรบุรี,https://www.facebook.com/groups/748738653514509,thonglor,"rent,sale,condo",,
CNC ซื้อ-ขาย เครื่อง/ไฟล์งาน พูดคุย ปรึกษา แชร์ความรู้,https://www.facebook.com/groups/2638438209634741,,sale,,
CO - AGENT / CONDO EXCHANGE CENTER BANGKOK,https://www.facebook.com/groups/204174579409024,bangkok,condo,,
"Commercial Property For Rent, in Bangkok",https://www.facebook.com/groups/742420537824248,bangkok,rent,,
Condo and House Exchange,https://www.facebook.com/groups/1971104976457655,,"condo,house",,
Condo Asok/Phrom Phong/Thong Lor/Ekkamai,https://www.facebook.com/groups/281172907654435,"asoke,thonglor,ekamai",condo,,
CONDO EXCHANGE CENTER,https://www.facebook.com/groups/prakard,,condo,,
CONDO EXCHANGE CENTER,https://www.facebook.com/groups/ideoqchulasamyan,,condo,,
Condo Exchange Center Bangkok,https://www.facebook.com/groups/condoexchangecenterbangkok,bangkok,condo,,
Condo For Rent/Sell Bangkok-Sukhumvit Green Line,https://www.facebook.com/groups/2002708923499200,sukhumvit,"rent,condo",,
Condo for sell/rent in Thailand,https://www.facebook.com/groups/641044259319443,,"rent,condo",,
Condo Owner ขาย-เช่า คอนโด สำหรับเจ้าของห้องโพสเท่านั้น ห้ามเอเจนท์โพส,https://www.facebook.com/groups/condoowner,,"rent,sale,condo,owner_only,agent_ok",,
Condo sales by owner CNX คอนโดเจ้าของขายเอง,https://www.facebook.com/groups/828294017774520,,"sale,condo",,
Condo Sukhumvit Rent Buy Sale,https://www.facebook.com/groups/1101850758029615,sukhumvit,"rent,sale,condo",,
condo th,https://www.facebook.com/groups/condo.th,,condo,,
condo24 7hours,https://www.facebook.com/groups/condo24.7hours,,condo,,
condoforrentandsale,https://www.facebook.com/groups/condoforrentandsale,,"rent,sale,condo",,
condoforrentth,https://www.facebook.com/groups/condoforrentth,,"rent,condo",,
condomarket,https://www.facebook.com/groups/condomarket,bangkok,condo,,
condorakatook,https://www.facebook.com/groups/condorakatook,,condo,,
condorama9,https://www.facebook.com/groups/condorama9,rama9,condo,,
condosalesbyowner,https://www.facebook.com/groups/condosalesbyowner,,"sale,condo",,
condosilomline,https://www.facebook.com/groups/condosilomline,silom,condo,,
condothonburideeperty,https://www.facebook.com/groups/condothonburideeperty,thonburi,condo,,
deverproperty,https://www.facebook.com/groups/deverproperty,,"condo,rent,sale",,
doomyhome,https://www.facebook.com/groups/doomyhome,,,,
easyrentcondo,https://www.facebook.com/groups/easyrentcondo,,"rent,condo",,
Expat Services - in Bangkok Thailand including Apartment and Condo for rent,https://www.facebook.com/groups/expat.services.thailand,bangkok,"rent,condo,expat",,
FIHOME ขายบ้านหรู กรุงเทพ by THREETREE STUDIO,https://www.facebook.com/groups/1261497837902026,bangkok,"sale,house",,
For Sale Bangkok,https://www.facebook.com/groups/1496843327306122,bangkok,sale,,
Fuse Mobius Ramkhamhaeng Station for rent/sale-ฟิวส์ โมเบียส รามคำแหง เช่า,https://www.facebook.com/groups/1074343613252934,ramkhamhaeng,"rent,sale",,
Grand Property Luxury Home - บ้านหรู คฤหาสน์ คฤหาสน์หรู กรุงเทพและปริมณฑล,https://www.facebook.com/groups/944745470251326,bangkok,house,,
Home office Commercial RENT SALE ออฟฟิศ อาคารให้เช่า เซ้งร้าน,https://www.facebook.com/groups/1332603961202174,,"rent,sale,office",,
homehouses bangkok,https://www.facebook.com/groups/homehouses.bangkok,bangkok,house,,
hongdee,https://www.facebook.com/groups/hongdee,,,,
House & Condo Exchange Center,https://www.facebook.com/groups/1060827840671831,,"condo,house",,
I-House Laguna Garden RCA for rent/sale-ไอเฮ้าส์ ลากูน่า การ์เด้น เช่า/ขาย,https://www.facebook.com/groups/652851529809516,,"rent,sale,house",,
Ideo Asoke Rama 9 ซื้อ ขาย ปล่อยเช่า คอนโดย่านพระราม 9 New CBD,https://www.facebook.com/groups/660616128648020,"rama9,asoke","rent,sale,condo",,
Ideo Mobi Asoke for rent/sale-คอนโด ไอดีโอ โมบิ อโศก เช่า/ขาย/ซื้อ,https://www.facebook.com/groups/1524536674661448,asoke,"rent,sale,condo",,
IDEO Mobi Rama 9 ไอดีโอ โมบิ พระราม 9 คอนโดให้เช่า,https://www.facebook.com/groups/553326770042415,rama9,"rent,condo",,
IDEO Mobi Sukhumvit Eastpoint ไอดีโอ โมบิ สุขุมวิท อีสต์พอยท์ คอนโดให้เช่า,https://www.facebook.com/groups/443562664358098,sukhumvit,"rent,condo",,
IDEO Mobi Sukhumvit Eastpoint ไอดีโอ โมบิ สุขุมวิท อีสต์พอยท์ คอนโดให้เช่า,https://www.facebook.com/groups/1125053408892906,sukhumvit,"rent,condo",,
Ideo New Rama 9 for rent/sale-คอนโด ไอดีโอ นิว พระราม 9 เช่า/ขาย/ซื้อ,https://www.facebook.com/groups/3189348091382695,rama9,"rent,sale,condo",,
Ideo Q Chula Samyan for rent/sale-ไอดีโอ คิว จุฬา สามย่าน เช่า/ขาย/ซื้อ,https://www.facebook.com/groups/1317381239013058,,"rent,sale",,
Ideo Q Chula–Samyan ไอดีโอ คิว จุฬา ครบเครื่องทุกการซื้อ ขาย เช่า,https://www.facebook.com/groups/962187744129616,,"rent,sale",,
Inspire Place ABAC-Rama IX อินสไปร์ เพลส เอแบค พระราม 9 คอนโดให้เช่า,https://www.facebook.com/groups/404569621624336,rama9,"rent,condo",,
iPhone iPad ไอโฟน ไอแพด ซื้อขาย มือ1 มือ2,https://www.facebook.com/groups/251552921656219,,sale,,
Ivy Thonglor Sukhumvit 55 for rent/sale-คอนโดไอวี่ ทองหล่อ 23 เช่า/ขาย/ซื้อ,https://www.facebook.com/groups/507929031184389,"thonglor,sukhumvit","rent,sale,condo",,
KnightsBridge Prime Onnut for rent/sale-คอนโด ไนท์บริดจ์ ไพร์ม อ่อนนุช เช่า,https://www.facebook.com/groups/795477991718712,onnut,"rent,sale,condo",,
ladprao,https://www.facebook.com/groups/ladprao,ladprao,,,
Landmark @ MRTA Station (Siamese Rama 9) ซื้อขาย โปรโมททำโฆษณา,https://www.facebook.com/groups/275362431186023,rama9,sale,,
Life Rama4-Asoke (ไลฟ์ พระราม 4-อโศก) Buy-Sell-Rent ซื้อ-ขาย-เช่า,https://www.facebook.com/groups/3756146131375993,asoke,"rent,sale",,
Low Cost Rent Bangkok Condo-Apartment On Sukhumvit Road,https://www.facebook.com/groups/352814867095816,sukhumvit,"rent,condo",,
Lumpini Place Rama IX - Ratchada ลุมพินี เพลส พระราม 9 - รัชดา คอนโดให้เช่า,https://www.facebook.com/groups/429842832347145,"rama9,ratchada","rent,condo",,
